id,tiploc,name
735,BGSDEAY,Bogside (Ayrshire)
736,BGSDEJN,Bogside Junction
737,BHAM190,B'HAM MOOR ST SIG WM190
738,BHAM459,B'ham Snow Hill Signal 459
739,BHAMAIR,Birmingham Airport
740,BHAMINJ,Bham Inter N Jn
741,BHAMINT,Birmingham International
742,BHAMISJ,Bham Inter S Jn
743,BHAMJEW,Jewellry Quarter
744,BHAMMRS,Birmingham Moor Street
745,BHAMMS2,Birmingham Moor St Sidings 2
746,BHAMMSS,Birmingham Moor Street Siding 1
747,BHAMNBL,Birmingham New St Ballast
748,BHAMNEC,Birmingham Int'l Bus Station
749,BHAMNHS,Birmingham New Street H.S.
750,BHAMNWS,Birmingham New Street
751,BHAMQHS,Birmingham Queens Head
752,BHAMSHT,Birmingham Snowhill Turnback Sdg
753,BHAMSNH,Birmingham Snow Hill
754,BHAMSYJ,Duddeston Jn
755,BHILLPK,Bush Hill Park
756,BHLP,Barnhill (Perth)
757,BICK626,Bickley Signal VS626
758,BICKLEY,Bickley
759,BICKLYJ,Bickley Jn
760,BIGL235,Biggleswade Sig K235
761,BIGLPL,Biggleswade Plasmor
762,BIGLSWD,Biggleswade
763,BILBROK,Bilbrook
764,BILE572,Liverpool Street Sig L572
765,BILERCY,Billericay
766,BILSHST,Billingshurst
767,BINGHAM,Bingham
768,BIRCHWD,Birchwood
769,BIRKBCK,Birkbeck
770,BISHPBA,Bishopton Brit. Aerospace
771,BISHPTN,Bishopton
772,BISLND,Burntisland
773,BISLNDJ,Burntisland Jn
774,BITERNE,Bitterne
775,BKBY,Brocklesby Jn
776,BKDLE,Birkdale
777,BKHLS,Brockholes
778,BKNELL,Bucknell
779,BKNH16,Brockenhurst Signal BH16
780,BKNH62,Brockenhurst Signal BH62
781,BKNHDS,Brockenhurst Down Siding
782,BKNHRST,Brockenhurst
783,BKNHUPS,Brockenhurst Up Siding
784,BKSWELL,Berkswell
785,BLACKWL,Blackwell
786,BLAE2GF,Blaenau Ffestiniog No.2 GF
787,BLAE4GF,Blaenau Ffestiniog No.3 GF
788,BLAENAU,Blaenau Ffestiniog
789,BLAIRHL,Blairhill
790,BLAKEDN,Blakedown
791,BLANTYR,Blantyre
792,BLAR34,Blair Atholl Sig 3-4
793,BLARATH,Blair Atholl
794,BLARDS,Blair Atholl Down Sidings
795,BLAYDON,Blaydon
796,BLBGJN,Blatchbridge Jn
797,BLCHSRD,Blackhorse Road
798,BLCKNCS,Blackpool North Car MD
799,BLCKNHS,Blackpool North H.S.
800,BLCKPB,Blackpool Pleasure Beach
801,BLCKPLN,Blackpool North
802,BLCKS,Blackpool South
803,BLCMJN,Blackham Jn.
804,BLDHU,Baldhu
805,BLEASBY,Bleasby
806,BLEMOR,Blea Moor
807,BLEMUGL,Blea Moor U.G.L.
808,BLENCWM,Blaencwm
809,BLFAIRS,Belfairs Bus
810,BLFD,Blackford
811,BLFDDCE,Blackford Down Sdg ISU CE
812,BLFDUS,Blackford Up Siding
813,BLFR,London Blackfriars
814,BLFR688,Blackfriars Signal VS688
815,BLFRCHS,Blackfriars C.H.S.
816,BLFRJN,Blackfriars Jn
817,BLFSGPO,Belfast G.P.O.
818,BLFSTCL,Belfast Central
819,BLFSTDQ,Belfast Donegall Quay
820,BLFSTPT,Belfast Port
821,BLFSTYR,Belfast Yorkgate
822,BLGR783,Bellgrove Sig YS783
823,BLGR785,Bellgrove Sig YS785
824,BLGRVE,Bellgrove
825,BLHSJN,Blackhouse Jn
826,BLIEURD,Beaulieu Road
827,BLKB,Blackburn
828,BLKB444,Blackburn Signal 444
829,BLKBBBJ,Blackburn Bolton Branch Jn
830,BLKBBFG,Blackburn Pg Fogarty
831,BLKBBRS,Blackburn Bolton Road Sdg
832,BLKBDJN,Daisyfield Jn.
833,BLKBELS,Blackburn East Lancs Sdgs
834,BLKBNBJ,Blackburn Bolton Jn
835,BLKBNHS,Blackburn H.S.
836,BLKBNTS,Blackburn Taylor Street
837,BLKBSHS,Blackburn Station H.S.
838,BLKHTH,Blackheath
839,BLKRDGE,Blackridge
840,BLKST,Blake Street
841,BLLINUG,Ballinluig
842,BLLVUE,Belle Vue
843,BLNDLAC,Blundellsands & Crosby
844,BLNGHM,Billingham
845,BLNGHMJ,Billingham Jn
846,BLNGMAR,Billingham Marcroft Eng
847,BLNGRFS,Billingham RFS Eng
848,BLNNBLP,Bryteg Loading Pad
849,BLNRHND,Blaenrhondda
850,BLOX103,Bloxwich Signal 103
851,BLOXN,Bloxwich North
852,BLOXSB,Bloxwich Signal Box
853,BLOXWCH,Bloxwich
854,BLRD,Blackrod
855,BLRDSB,Blackrod Jn S.B.
856,BLSHL,Bellshill
857,BLSVCL,Bolsover Coalite
858,BLSVCW,Bolsover C&W EWS
859,BLSVFHH,Bolsover Coalite (FHH)
860,BLTC76,Bletchley Sig 76 (Dn Fast)
861,BLTCCAM,Bletchley Cambridge Sdngs
862,BLTCCE,Bletchley CE Sdgs
863,BLTCCS,Bletchley C.S.
864,BLTCDGL,Bletchley Up and Down Relief 1
865,BLTCDRJ,Bletchley Drayton Road Jn
866,BLTCDS,Bletchley Down Sidings
867,BLTCFJN,Bletchley Flyover Jn
868,BLTCHFS,Bletchley Field Sidings
869,BLTCHLY,Bletchley
870,BLTCHSJ,Bletchley South Jn
871,BLTCHTS,Bletchley Hopper Sidings
872,BLTCSN,Bletchley Shunt Neck
873,BLTCSOF,Bletchley Smt of Flyover
874,BLTCSTE,Bletchley ISU (S&TE)
875,BLTCTMD,Bletchley T.M.D.
876,BLTCUDG,Bletchley Up & Down Goods
877,BLTCUGL,Bletchley Up and Down Relief 2
878,BLTCWL,Bletchley Swanbourne Sdg
879,BLTCYD,Bletchley Yard
880,BLTNODR,Bolton-Upon-Dearne
881,BLTRNAB,Beltring
882,BLUANCR,Blue Anchor (X)
883,BLUEANC,Blue Anchor
884,BLWLOC,Blindwells Opencast
885,BLYBCRL,Cresswell
886,BLYBDGE,Blythe Bridge
887,BLYBLLC,Leigh Level Crossing
888,BLYTCPS,Cambois Powr Station Blyth
889,BLYTCW,Blyth EWS C&W
890,BLYTLIP,Blyth Cambois L.I.P.
891,BMBRBDG,Bamber Bridge
892,BMBRCE,Bamber Bridge ISU (CE)
893,BMBRRS,Bamber Bridge Eng Rec Sdg
894,BMBRWI,Bamber Bridge Whittle Int.
895,BMFRLNJ,Bamfurlong Jn
896,BMHL,Bramhall
897,BMLY,Bramley (Hants)
898,BNBR,Banbury
899,BNBR12,Banbury Signal 12
900,BNBR21,Banbury Signal 21
901,BNBR32,Bnbr32
902,BNBRCAT,Banbury Cattle Rd Sidings
903,BNBRJN,Banbury Jn
904,BNBRTS,Banbury Tamper Siding
905,BNBRUGL,Banbury Up Goods Loop
906,BNBRYD,Banbury Down Goods Loop
907,BNBRYFY,Banbury Reservoir F.Y.
908,BNBRYNB,Banbury North S.B.
909,BNBRYRA,Banbury Reservoir Rland A
910,BNBRYSB,Banbury South S.B.
911,BNBRYUS,Banbury Up Sidings
912,BNDO1,Brandon Signal B19
913,BNDO19,Brandon Shunt Signal B19
914,BNDO2,Brandon Signal B2
915,BNDODSD,Brandon Down Sidings
916,BNDODSU,Brandon Up Refuge Sidings
917,BNDON,Brandon
918,BNDONGL,Brandon Goods Loop
919,BNDSBPL,Bounds Green By Pass
920,BNDSGNY,Bounds Green New Yard
921,BNDSGRN,Bounds Green T&R.S.M.D
922,BNDSGRW,Bounds Green Washer
923,BNGRD,Bingham Road
924,BNGY,Bingley
925,BNHAM,Burnham
926,BNHL,Barnhill
927,BNHOUSE,Burnhouse (Mossend)
928,BNHTX,Bentley Heath Crossing
929,BNKHALL,Bank Hall
930,BNKJN,Bank Jn
931,BNRHYDN,Ben Rhydding
932,BNRTH,Bridgnorth
933,BNSBDGE,Barnes Bridge
934,BNSD,Burneside
935,BNSLY,Barnsley
936,BNTB27,Barnetby Signal BE27
937,BNTBDS,Barnetby Down Sidings
938,BNTBFHH,Barnetby Dn Recp Sdg (FHH)
939,BNTBRSF,Barnetby East Eng Sdg FP
940,BNTBUS,Barnetby Up Sidings
941,BNTBY,Barnetby
942,BNTEY,Bentley
943,BNTFORD,Brentford
944,BNTHAM,Bentham
945,BNTLEY,Bentley (Suffolk)
946,BNTNKCL,Bentinck Colly Sdgs
947,BNWDJN,Barnwood Jn
948,BNWDSDG,Barnwood Sdgs
949,BNWK,Brunswick
950,BOATOFG,Boat of Garten
951,BOCHUM,Bochum Hbf
952,BODMINS,Bodmin Siding
953,BODMNGS,Bodmin General Station
954,BODMNMF,Bodmin Mount Folly
955,BODMNPW,Bodmin Parkway
956,BODMTSB,Bodmin TSB Bus Stop
957,BODORGN,Bodorgan
958,BOGHTNJ,Boughton Jn
959,BOGN13,Bognor Regis Signal BR 13
960,BOGNBAL,Bognor Regis (Ballast)
961,BOGNCHS,Bognor Regis C.H.S
962,BOGNMR,Bognor Middle Road
963,BOGNORR,Bognor Regis
964,BOGNS55,Bognor Regis Signal BR55
965,BOGNSID,Bognor Sidings
966,BOGSTON,Bogston
967,BOKNTRE,Boat of Kintore
968,BOLGHVP,Boulogne Hoverport
969,BOLGNEM,Boulogne Maritime
970,BOLTNCS,Bolton C.S.
971,BOLTON,Bolton
972,BOMO,Bournemouth
973,BOMO011,Bournemouth Sig BC1011
974,BOMO21,Bournemouth Signal 21
975,BOMOCS,Bournemouth C.S.D.
976,BOMOCSD,Bournemouth T.&R.S.M.D
977,BOMODD6,Bournemouth Depot D6
978,BOMOEWS,Bournemouth T&RS Depot - EWS
979,BOMOHAP,Bournemouth Hurn Airport
980,BOMOMS,Bournemouth Middle Sdg
981,BOMOUPS,Bournemouth Up Siding
982,BOMOXTN,Bournemouth Extension
983,BONENDJ,Bourne End Jn (Herts)
984,BONNHBF,Bonn Hbf
985,BONSDPL,Bo'ness D.P.L.
986,BONSRPS,Bo'ness SRPS
987,BONSS,Bo'ness
988,BONSSGF,Bo'ness G.F.
989,BONSSJ,Bo'ness Jn
990,BOOKHAM,Bookham
991,BOORCCE,Bridge Of Orchy C.E.
992,BOORCHY,Bridge of Orchy
993,BOOT031,Bootle Jn Signal 1031
994,BOOT032,Bootle Jn Signal 1032
995,BOOTDUG,Bootle Down & Up Gds Line
996,BOOTLBJ,Bootle Branch Jn
997,BOOTLE,Bootle (Cumbria)
998,BOOTLEJ,Bootle Jn
999,BOOTLNS,Bootle New Strand
1000,BOOTLOR,Bootle Oriel Road
1001,BOPEEPJ,Bopeep Jn S.B.
1002,BORDBAS,Bordeaux-Bastide
1003,BORDON,Bordon Camp (Fire Station)
1004,BORDSTJ,Bordeaux St. Jean
1005,BORGSTM,Bourg St. Maurice
1006,BORMRKJ,Borough Market Jn
1007,BORN412,Bourne End Signal WT1412
1008,BORN414,Bourne End Signal WT1414
1009,BORN419,Bourne End Signal WT1419
1010,BORN421,Bourne End Signal WT1421
1011,BORNEND,Bourne End
1012,BOROBDR,Boroughbridge Rd. L.C.
1013,BORRVIA,Borrow Brook Viaduct
1014,BORTBOW,Bow Street
1015,BORTH,Borth
1016,BORTLLA,Llandre
1017,BORW303,Borough Green Signal ME303
1018,BORWDNL,Borough Green Down Loop
1019,BORWGAW,Borough Green & Wrotham
1020,BOSHAM,Bosham
1021,BOSTLFR,Boston Lafarge Redland
1022,BOSTNSS,Boston Station Sidings
1023,BOSTON,Boston
1024,BOSTOND,Boston Docks
1025,BOSTSLS,Boston Sleaford Sidings
1026,BOTESFD,Bottesford
1027,BOTESWJ,Bottesford West Jn
1028,BOTL295,Botley Signal E295
1029,BOTLEY,Botley
1030,BOTLYFY,Botley Aggregate Sdgs.
1031,BOULBYR,Boulby Potash Recp.
1032,BOULFHH,Boulby Mine Carlin How FHH
1033,BOURNVL,Bournville
1034,BOUTHMJ,Boultham Jn
1035,BOWBRKH,Bow Brickhill
1036,BOWD,Bow Depot
1037,BOWDECC,Bow ECCQ Private Sidings
1038,BOWDEWS,Bow Depot EWS Loop
1039,BOWDFHH,Bow Depot FLHH
1040,BOWDGBR,Bow Olympics (GBRf)
1041,BOWDMWR,Bow Midland Waste Recycling
1042,BOWDOLE,Bow East FLHH (Olympics)
1043,BOWDOLY,Bow Depot (Olympics)
1044,BOWERRL,Bowes Park R.R.L.
1045,BOWESPK,Bowes Park
1046,BOWJ,Bow Jn
1047,BOWJ506,Bow Jn Sig L5069
1048,BOWJB4S,Bow Jn B4 Signal
1049,BOWKERV,Bowker Vale
1050,BOWLESO,Bowling ESSO
1051,BOWLING,Bowling
1052,BOWSFLD,Bowesfield Jn.
1053,BOXHAWH,Box Hill & Westhumble
1054,BOXHBUS,Boxhill Burford Bdge Hotel
1055,BRACETC,Bracknell Emergency  X over
1056,BRACKNL,Bracknell
1057,BRADFS,Bradford Forster Square
1058,BRADHAM,Hammerton Street Loop
1059,BRADIN,Bradford Interchange
1060,BRAGJN,Bragbury Junction
1061,BRAINFP,Braintree Freeport
1062,BRAINTR,Braintree
1063,BRAMPTN,Brampton (Suffolk)
1064,BRANKSM,Branksome
1065,BRANS27,Branksome Signal 27
1066,BRAY,Bray
1067,BRBCNLT,Barbican
1068,BRBDGBR,Barnby Dun Rockware Glass GBRF
1069,BRBDNRG,Barnby Dun Rockware Glass
1070,BRBG,Bromford Bridge
1071,BRBGES,Bromford Bridge ESSO Sdg
1072,BRBGJN,Bromford Bridge Jn
1073,BRBGLP,Bromford Loop
1074,BRBM,Broadbottom
1075,BRBY,Brondesbury
1076,BRBYPK,Brondesbury Park
1077,BRCKLAJ,Bricklayers Arms Jn
1078,BRCLEJN,Brancliffe East Jn
1079,BRDFDJN,Bradford Jn
1080,BRDFDOA,Bradford-on-Avon
1081,BRDG80,Bridgwater Signal 80
1082,BRDGCRL,Bridgwater Charterail
1083,BRDGDUN,Dunball
1084,BRDGUGF,Bridgwater Up Sdg GF
1085,BRDGWTR,Bridgwater
1086,BRDGWUY,Bridgwater F.D
1087,BRDHRST,Braidhurst
1088,BRDHSTD,Braidhurst Down Loop
1089,BRDHSTU,Braidhurst Up Loop
1090,BRDING,Brading
1091,BRDLCAR,Carnaby
1092,BRDLNGT,Bridlington
1093,BRDNML,Bardon Mill
1094,BRDS,Bordesley
1095,BRDS732,Bordesley Signal LJ7326
1096,BRDSLSJ,Bordesley South Jn
1097,BRDSLYJ,Bordesley Jn.
1098,BRDSLYL,Bordesley Loop
1099,BRDSLYY,Bordsley T.C.
1100,BRDSMAT,Bordesley M.A.T.
1101,BRDSULP,BORDESLEY UP LOOP 
1102,BRDW564,Bradwell Jn Sig SOT564
1103,BRDWJN,Bradwell Junction
1104,BREADSL,Breadsall
1105,BREDBRY,Bredbury
1106,BREDFHH,Bredbury R.T.S. (FLHH)
1107,BREDRTS,Bredbury R.T.S.
1108,BREDTCN,Bredbury Tilcon
1109,BREICH,Breich
1110,BRENTCJ,Brent Curve Jn
1111,BREWRYS,Brewery Junction
1112,BRFLD,Bromfield
1113,BRFRY,Broughty Ferry
1114,BRFT,Broomfleet
1115,BRGBRSE,Bourg-en-Bresse
1116,BRGDDIE,Bargeddie
1117,BRGE462,Port Talbot SIG 3462
1118,BRGE602,Bridgend Signal PT602
1119,BRGE65,Bridgend Signal PT65
1120,BRGEDFS,Bridgend Ford Sidings
1121,BRGEFGF,Bridgend Ford Sidings G.F.
1122,BRGEFRS,Bridgend Ford Repair Sdgs
1123,BRGEND,Bridgend
1124,BRGG,Brigg
1125,BRGH257,Brighton Signal 1257
1126,BRGH277,Brighton Signal T 1277
1127,BRGH280,Brighton Signal T1280
1128,BRGHBAL,Brighton (Ballast)
1129,BRGHBUS,London Road(Ditchling Rse)
1130,BRGHLHS,Brighton L.H.S.
1131,BRGHLRD,London Road (Brighton)
1132,BRGHMHS,Brighton Montpelier C.H.S.
1133,BRGHRC,Brighton Reception Road
1134,BRGHTN,Brighton
1135,BRGHTTY,Brighton Down Siding
1136,BRGHWS,Brighton Wall Siding
1137,BRGLJN,Broughton Lane Jn
1138,BRHD,Barrhead
1139,BRHLDGF,Barrow Hill Down Goods (FLHH)
1140,BRHLFHH,Barrow Hill Up Sdgs No. 2 and 3
1141,BRHLFLH,Barrow Hill Up Siding No. 1
1142,BRHLJN,Barrow Hill North Jcn
1143,BRHLLFL,Barrow Hill Loco Shed FHH
1144,BRHLLIP,Barrow Hill L.I.P.
1145,BRHLRS,Barrow Hill S.S.
1146,BRHLSGF,Barrow Hill Staveley (FLHH)
1147,BRHLSJN,Barrow Hill South Jn
1148,BRHM,Barnham
1149,BRHM115,Barnham Signal BH115
1150,BRHM122,Barnham Signal BH122
1151,BRHMDS,Barnham Down Sdg
1152,BRHMUS,Barnham Up Sidings
1153,BRHOUSE,Brighouse
1154,BRIDGBR,Bridgeton Yard GBRf
1155,BRIDGTN,Bridgeton
1156,BRIDGYD,Bridgton Yard
1157,BRIDRP,Bridgeton RP GBRF
1158,BRIDYCW,Glasgow Bridgeton Yard C&W
1159,BRIERFL,Brierfield
1160,BRIGEWS,Briggs Siding (EWS)
1161,BRIGICI,Briggs I.C.I. Sdgs
1162,BRIGSSC,Briggs Sdgs(Dowlow Quarry)
1163,BRIMSDN,Brimsdown
1164,BRINKLW,Brinklow
1165,BRIRLYF,BRIERLEY HILL FLHH 
1166,BRIRLYH,Brierley Hill
1167,BRITFEE,Briton Ferry East
1168,BRITFRY,Briton Ferry
1169,BRITHDR,Brithdir
1170,BRITONF,Briton Ferry Yard
1171,BRITUFJ,Briton Ferry U.F.L. Jn.
1172,BRIXJN,Brixton Junction
1173,BRIXTON,Brixton
1174,BRKELEY,Berkeley C.E.G.B.
1175,BRKLNDS,Brooklands
1176,BRKMNPK,Brookmans Park
1177,BRKN564,Birkenhead North Signl 564
1178,BRKN570,Birkenhead North Signl 570
1179,BRKN574,Birkenhead North Signl 574
1180,BRKN577,Birkenhead North Signl 577
1181,BRKN601,Birkenhead North Signl 601
1182,BRKN717,Birkenhead Central Sig 717
1183,BRKN718,Birkenhead Central Sig 718
1184,BRKNCDS,Birkenhead Central C.S.
1185,BRKNCPK,Conway Park
1186,BRKNCVS,Birkenhead Cavendish T.C.
1187,BRKNDKS,Birkenhead Docks (MDHC)
1188,BRKNEWR,B'Head Nth Emud Washer Rd
1189,BRKNHDC,Birkenhead Central
1190,BRKNHDN,Birkenhead North
1191,BRKNHDP,Birkenhead Park
1192,BRKNIOM,Birkenhead 12 Quays
1193,BRKNMUD,Birkenhead North E.M.U.D
1194,BRKNUDS,B'Head Nth Emud Udts
1195,BRKRJUN,Berkeley Rd Jn
1196,BRKSTEJ,Barkston East Jn
1197,BRKSTSJ,Barkston South Jn
1198,BRKTNL,Birkett Tunnel
1199,BRKWDCE,Brookwood Country End
1200,BRKWDLE,Brookwood London End
1201,BRKWOOD,Brookwood
1202,BRLANDS,Berrylands
1203,BRLEYPK,Burley Park
1204,BRLYJN,Bradley Jn
1205,BRLYWJN,Bradley Wood Jn
1206,BRMB,Bromborough
1207,BRMBRK,Bromborough Rake
1208,BRMCRSS,Bromley Cross
1209,BRMHILL,Broomhills O.C.
1210,BRMHSJN,Holehouse Jn
1211,BRMLYSR,Bramley (West Yorkshire)
1212,BRMNDSY,Bermondsey LRT
1213,BRMOUTH,Barmouth
1214,BRMPTNC,Brampton (Cumbria)
1215,BRMPTNF,Brampton Fell
1216,BRMS463,Bromsgrove Sig. G463
1217,BRMSGRV,Bromsgrove
1218,BRMSUGL,Bromsgrove Up Goods Loop
1219,BRNAMKT,Burnham Market
1220,BRNBYJ,Barnsbury Junction
1221,BRNCHTN,Branchton
1222,BRNDANJ,Agecroft North Jn
1223,BRNDASJ,Agecroft South Jn
1224,BRNDFHH,Brindle Heath R.T.S. (FLHH)
1225,BRNDLHS,Brindle Heath Loop
1226,BRNDRTS,Brindle Heath R.T.S.
1227,BRNGTN,Brinnington
1228,BRNH532,Barnehurst Signal NK1532
1229,BRNHPSJ,Perry Street Fork Jn
1230,BRNHRST,Barnehurst
1231,BRNKNOL,Brent Knoll
1232,BRNMONC,Burnham-on-Crouch
1233,BRNNICI,Burn Naze I.C.I. Sdgs.
1234,BRNNVCM,Burn Naze Vcm Sdgs
1235,BRNNZHS,Burn Naze HS
1236,BRNSSDG,Barons Court Lay By Sidings
1237,BRNSTLT,Barons Court LT
1238,BRNSTPL,Barnstaple
1239,BRNSTPS,Barnstaple Station BS
1240,BRNSTSA,Branstaple Station Approach
1241,BRNTDS,Brentford Town Day &.Sons
1242,BRNTFDT,Brentford Town
1243,BRNTFHH,Brentford Town Days FLHH
1244,BRNTGBF,Brentford Town Days GBRf
1245,BRNTGLC,Brentfd Tn W.Waste R.T.S
1246,BRNWJBP,Barnwell Jn B.P.
1247,BRNYARM,Berney Arms
1248,BRNZETT,Brenzett
1249,BROADGR,Broad Green
1250,BROCKLY,Brockley
1251,BRODIE,Brodie
1252,BROHLME,Broadholme
1253,BROKGTS,Brookgate Sidings
1254,BROM617,Bromley South Signal VS617
1255,BROMBLT,Bromley-By-Bow LT
1256,BROMLYN,Bromley North
1257,BROMLYS,Bromley South
1258,BRONLPT,Angerstein Wharf (Bardon)
1259,BROOME,Broome
1260,BRORA,Brora
1261,BRORACE,Brora C.E.
1262,BRORALC,Brora L.C.
1263,BRORDLC,Dalchalm L.C.
1264,BROUCCL,Crabley Creek LC
1265,BROUGH,Brough
1266,BROUXO,Brough Crossover
1267,BROWDPL,Brownhill D.P.L.
1268,BROWNCE,Brownhill C.E.
1269,BROWNHJ,Brownhill Jn
1270,BROWUPL,Brownhill U.P.L.
1271,BROXBNJ,Broxbourne Jn
1272,BROXBNR,Broxbourne Recp.
1273,BROXBRN,Broxbourne
1274,BROXCGB,Broxbourne C.E.G.B.
1275,BROXDPL,Broxbourne Down Pass Loop
1276,BROXDSG,Broxbourne Down Tamper Sdg
1277,BROXS12,Broxbourne Sig L1226
1278,BROXS14,Broxbourne Sig L1484
1279,BROXS30,Broxbourne Signal Bn30
1280,BROXS31,Broxbourne Sig L5315
1281,BROXS53,Broxbourne Sig L5331
1282,BRRHL,Barrhill
1283,BRRYLNK,Barry Links
1284,BRSCGHB,Burscough Bridge
1285,BRSCGHJ,Burscough Junction
1286,BRSDE,Burnside
1287,BRSR,Broadstairs
1288,BRSS175,Bath Goods SIG B175
1289,BRSS242,BrIstol TM Sig. B242
1290,BRSS423,Bristol TM Signal 423
1291,BRSS442,Bristol B442 (Filton Chd)
1292,BRSTAIR,Bristol International Airport
1293,BRSTBRT,Barton Hill Fliner HH
1294,BRSTEDC,Bristol East Depot R.C.E
1295,BRSTEDT,Bristol East Depot DGL
1296,BRSTFLT,Bristol Freightliner Trml
1297,BRSTHLS,Bristol High Level Siding
1298,BRSTKFL,Bristol Kingsland Road FHH
1299,BRSTLBH,Bristol Barton Hill EWS
1300,BRSTLCW,Bristol Barton Hill W.R.D.
1301,BRSTLED,Bristol East Depot EWS
1302,BRSTLEJ,Bristol East Jn
1303,BRSTLKR,Bristol Kingsland Road
1304,BRSTLTM,Bristol Temple Meads
1305,BRSTLWJ,Bristol West Jn.
1306,BRSTMD,Bristol HSS
1307,BRSTMHL,Bristol TM High Level Sdg
1308,BRSTMJD,Bristol March Jn Depot
1309,BRSTMJG,Bristol Marsh Jn Up GF
1310,BRSTOUT,Bristl TM In/Out Road 553
1311,BRSTPL2,Bristol TM Plat 2 Motorail
1312,BRSTPUS,Bristol Pwy Rmt Spur
1313,BRSTPWY,Bristol Parkway
1314,BRSTSPU,Bristol Tm Loco Spur
1315,BRSTSTA,Bristol T.M. Stn. Approach
1316,BRSTSTE,Bristol Kingsland Rd S&TE
1317,BRTDGBF,Barton Dock Road (GBRF)
1318,BRTDRCB,Barton Dock Road C.B.
1319,BRTHMBR,Barton-on-Humber
1320,BRTJYC,Burton Joyce
1321,BRTLYJN,Birtley Jn
1322,BRTNFRM,Britannic Farm
1323,BRTPNT,Burton Point
1324,BRTWOOD,Brentwood
1325,BRUCGRV,Bruce Grove
1326,BRUNDAL,Brundall
1327,BRUNDLG,Brundall Gardens
1328,BRUSTAN,Brunstane
1329,BRUTON,Bruton
1330,BRUXFOR,Bruxelles Forest Depot
1331,BRUXMID,Bruxelles Midi
1332,BRWCGAL,Galashiels Bus Station
1333,BRWCKGL,Berwick Upon Tweed Gds Lp
1334,BRWCKUT,Berwick-upon-Tweed
1335,BRWCNDS,Berwick U T Nth Down Sdgs
1336,BRWHBEJ,Boldon East Jn
1337,BRWHBNJ,Boldon North Junction
1338,BRWHBWJ,Boldon West Jn
1339,BRWHINS,Brockley Whins
1340,BRWNASG,Anglesea Sidings
1341,BRWNHLS,Brownhills
1342,BRWRRTS,Barrow Road A.C.C. R.T.S
1343,BRYN,Bryn
1344,BRYSTNS,Braystones
1345,BSAUEJN,Bp Auckland E Jn
1346,BSAUKLD,Bishop Auckland
1347,BSAUWCP,Wolsingham Coal Handling Plant
1348,BSAUWEA,Bishop Auckland West
1349,BSBYJDG,"Bushbury Jn, D.G.L."
1350,BSBYJN,Bushbury Jn
1351,BSCTBRS,Bescot Ballast Reclaim STE
1352,BSCTCJN,Bescot Curve Jn
1353,BSCTESD,Bescot Engineers Sdgs
1354,BSCTHS,Bescot H.S.
1355,BSCTJN,Bescot Jn
1356,BSCTSPT,Bescot C&D Roads Spoil Tip
1357,BSCTSS,Bescot Storage Sidings
1358,BSCTSTA,Bescot Stadium
1359,BSCTTMD,Bescot T.M.D.
1360,BSCTUDG,Bescot Up and Down Goods
1361,BSCTULP,Bescot Up Loop
1362,BSCTURQ,Bescot Up Rec Sdgs V.Q.
1363,BSCTUYD,Bescot Up Yard
1364,BSCTYD,Bescot Yard
1365,BSDN,Bearsden
1366,BSEAFST,Battersea Festival
1367,BSHB,Bishopbriggs
1368,BSHPSCH,Charrington CCD
1369,BSHPSCS,Bishops Stortford CS
1370,BSHPSFD,Bishops Stortford
1371,BSHPSFY,Bishops Stortford Recp.
1372,BSHPSUL,Bishop Stortford Up Loop
1373,BSNG105,Basingstoke Signal B5105
1374,BSNG106,Basingstoke Signal B5106
1375,BSNG109,Basingstoke Signal B5109
1376,BSNGBME,Basingstoke Barton Mill E
1377,BSNGDES,Basingstoke Dn E End Sdg
1378,BSNGSBM,Basingstoke Bartn Ml C.S.D
1379,BSNGSDR,Basingstoke Down Yard
1380,BSNGSEB,Basingstoke East Bay
1381,BSNGSNY,Basingstoke North Yard
1382,BSNGSTK,Basingstoke
1383,BSNGSUR,Basingstoke West Yard
1384,BSNGW34,Basingstoke Signal BE547
1385,BSNGW36,Basingstoke Signal BE549
1386,BSPSBUS,Bishops Lydeard L Arms
1387,BSPSGBR,Bishops Lydeard GBRf
1388,BSPSHIT,Bishops Lydeard Hithermead
1389,BSPSLYD,"Bishops Lydeard, WS Rwy"
1390,BSSN,Bishopstone
1391,BSSNBUS,Bishopstone (Hill Rise)
1392,BSTBARN,Besses-O'-Th'-Barn
1393,BSTD,Bearsted
1394,BSTED19,Bury St Edmunds Sig BY 19
1395,BSTEDCM,Bury St Edmunds Ctrl Mtnce dpt
1396,BSTEDGL,Bury St Edmunds DGL
1397,BSTEDMR,Bury St Edmunds Recp.
1398,BSTEDMS,Bury St.Edmunds
1399,BSTEFHH,Bury St Edmunds FHH
1400,BSTETAR,Bury St. Edmunds FD Tarmac
1401,BSTNGF,Bayston Hill G.F.
1402,BSTNHQ,Bayston Hill Quarry
1403,BSTWDPJ,Bestwood Park Jn
1404,BTCHBUS,Betchworth (A25)
1405,BTCHUCE,Betchworth Up CE Siding
1406,BTCHWTH,Betchworth
1407,BTGBJN,Brentingby Jn
1408,BTHG031,Bathgate Sig 2031
1409,BTHGATE,Bathgate
1410,BTHGCSD,Bathgate LMD
1411,BTHGEJ,Bathgate East Jn
1412,BTHGMAT,Bathgate M.A.T.
1413,BTHGTC,Bathgate T.C.
